timestamp,temp_C,humidity_%,pressure_hPa,gas_resistance_kOhm,mq135_raw,mq135_voltage,mq135_ratio,mq3_raw,mq3_voltage,mq3_ratio,contamination_level_%,label
4836828,31.95,72.49,1009.08,32.76,1616.24,1.302,1.5337,1607.28,1.295,1.5478,75,good
4842697,31.95,72.50,1009.08,32.74,1610.64,1.298,1.5425,1605.82,1.294,1.5501,75,good
4848566,31.95,72.50,1009.08,32.69,1615.14,1.302,1.5354,1606.36,1.295,1.5492,75,good
4854435,31.95,72.52,1009.09,32.76,1612.08,1.299,1.5402,1612.44,1.299,1.5396,75,good
4860304,31.95,72.50,1009.09,32.56,1605.34,1.294,1.5509,1608.56,1.296,1.5458,75,good
4866173,31.95,72.49,1009.10,32.54,1613.36,1.300,1.5382,1609.60,1.297,1.5441,75,good
4872042,31.95,72.50,1009.10,32.51,1616.02,1.302,1.5340,1607.10,1.295,1.5481,75,good
4877911,31.95,72.50,1009.10,32.61,1603.30,1.292,1.5541,1608.46,1.296,1.5459,75,good
4883780,31.95,72.34,1009.11,32.86,1614.80,1.301,1.5359,1609.04,1.297,1.5450,75,good
4889649,31.95,72.28,1009.11,33.01,1609.72,1.297,1.5439,1607.28,1.295,1.5478,75,good
4895518,31.95,72.20,1009.11,32.99,1608.20,1.296,1.5463,1606.80,1.295,1.5485,75,good
4901387,31.94,72.23,1009.10,33.22,1607.86,1.296,1.5469,1606.02,1.294,1.5498,75,good
4907256,31.94,72.30,1009.10,33.19,1609.00,1.297,1.5451,1606.28,1.294,1.5494,75,good
4913125,31.94,72.33,1009.11,33.25,1602.76,1.292,1.5550,1602.88,1.292,1.5548,75,good
4918994,31.94,72.36,1009.11,32.99,1604.08,1.293,1.5529,1600.66,1.290,1.5583,75,good
4924863,31.94,72.37,1009.11,33.19,1602.52,1.291,1.5554,1599.30,1.289,1.5605,75,good
4930732,31.94,72.37,1009.12,33.09,1603.28,1.292,1.5541,1597.02,1.287,1.5642,75,good
4936601,31.94,72.39,1009.12,33.19,1602.46,1.291,1.5554,1605.74,1.294,1.5502,75,good
4942470,31.94,72.37,1009.12,33.17,1601.10,1.290,1.5576,1599.26,1.289,1.5606,75,good
4948339,31.94,72.41,1009.12,33.19,1607.98,1.296,1.5467,1598.60,1.288,1.5616,75,good
4954208,31.94,72.42,1009.13,33.12,1599.64,1.289,1.5600,1598.56,1.288,1.5617,75,good
4960077,31.94,72.45,1009.12,33.17,1600.82,1.290,1.5581,1599.24,1.289,1.5606,75,good
4965946,31.94,72.45,1009.13,33.14,1600.68,1.290,1.5583,1598.82,1.288,1.5613,75,good
4971815,31.94,72.44,1009.13,33.04,1600.98,1.290,1.5578,1601.48,1.291,1.5570,75,good
4977684,31.94,72.45,1009.13,33.04,1600.18,1.290,1.5591,1599.40,1.289,1.5603,75,good
4983553,31.94,72.45,1009.13,32.99,1600.66,1.290,1.5583,1594.64,1.285,1.5680,75,good
4989422,31.94,72.45,1009.13,32.96,1602.24,1.291,1.5558,1601.78,1.291,1.5565,75,good
4995291,31.94,72.46,1009.13,32.96,1600.30,1.290,1.5589,1600.70,1.290,1.5583,75,good
5001160,31.94,72.45,1009.13,33.04,1597.92,1.288,1.5627,1601.30,1.290,1.5573,75,good
5007029,31.94,72.46,1009.14,32.91,1599.30,1.289,1.5605,1602.20,1.291,1.5559,75,good
5012898,31.94,72.47,1009.15,32.94,1600.28,1.290,1.5589,1604.54,1.293,1.5521,75,good
5018767,31.94,72.47,1009.15,33.04,1599.86,1.289,1.5596,1609.28,1.297,1.5446,75,good
5024636,31.95,72.47,1009.15,33.04,1599.44,1.289,1.5603,1591.22,1.282,1.5735,75,good
5030505,31.95,72.46,1009.16,32.99,1596.32,1.286,1.5653,1603.20,1.292,1.5543,75,good
5036374,31.95,72.47,1009.16,33.09,1594.58,1.285,1.5681,1603.18,1.292,1.5543,75,good
5042243,31.95,72.46,1009.16,33.01,1599.02,1.289,1.5609,1603.60,1.292,1.5536,75,good
5048112,31.95,72.47,1009.16,33.01,1598.38,1.288,1.5620,1603.10,1.292,1.5544,75,good
5053981,31.95,72.47,1009.16,32.94,1598.70,1.288,1.5615,1603.70,1.292,1.5535,75,good
5059850,31.95,72.48,1009.16,32.91,1598.52,1.288,1.5617,1604.64,1.293,1.5520,75,good
5065719,31.95,72.48,1009.16,32.99,1598.10,1.288,1.5624,1606.64,1.295,1.5488,75,good
5071588,31.95,72.47,1009.16,32.96,1598.20,1.288,1.5623,1605.34,1.294,1.5509,75,good
5077457,31.95,72.48,1009.17,32.94,1602.08,1.291,1.5561,1603.98,1.293,1.5530,75,good
5083326,31.96,72.49,1009.16,32.99,1597.36,1.287,1.5636,1604.48,1.293,1.5522,75,good
5089195,31.96,72.48,1009.16,32.84,1597.46,1.287,1.5634,1605.86,1.294,1.5500,75,good
5095064,31.96,72.47,1009.17,32.84,1596.76,1.287,1.5646,1604.78,1.293,1.5518,75,good
5100933,31.96,72.47,1009.17,32.86,1588.30,1.280,1.5782,1601.02,1.290,1.5577,75,good
5106802,31.96,72.45,1009.18,32.94,1585.14,1.277,1.5834,1590.50,1.282,1.5747,75,good
5112671,31.96,72.44,1009.17,32.89,1584.66,1.277,1.5842,1603.26,1.292,1.5542,75,good
5118540,31.96,72.40,1009.17,32.96,1584.34,1.277,1.5847,1604.76,1.293,1.5518,75,good
5124409,31.96,72.41,1009.17,32.91,1584.58,1.277,1.5843,1605.38,1.294,1.5508,75,good
5130278,31.96,72.41,1009.17,32.91,1584.62,1.277,1.5842,1608.32,1.296,1.5461,75,good
5136147,31.96,72.42,1009.18,32.96,1584.88,1.277,1.5838,1612.44,1.299,1.5396,75,good
5142016,31.96,72.41,1009.17,33.12,1585.72,1.278,1.5824,1599.46,1.289,1.5602,75,good
5147885,31.96,72.41,1009.19,32.96,1584.96,1.277,1.5837,1607.24,1.295,1.5478,75,good
5153754,31.96,72.42,1009.19,33.07,1585.60,1.278,1.5826,1605.30,1.294,1.5509,75,good
5159623,31.96,72.43,1009.18,32.91,1584.40,1.277,1.5846,1609.08,1.297,1.5449,75,good
5165492,31.96,72.44,1009.18,33.01,1584.34,1.277,1.5847,1601.20,1.290,1.5575,75,good
5171361,31.96,72.43,1009.19,33.07,1584.76,1.277,1.5840,1600.48,1.290,1.5586,75,good
5177230,31.96,72.45,1009.19,33.01,1585.34,1.278,1.5830,1615.50,1.302,1.5348,75,good
5183099,31.96,72.45,1009.20,33.01,1583.90,1.276,1.5854,1609.74,1.297,1.5439,75,good
5188968,31.96,72.45,1009.19,33.07,1585.34,1.278,1.5830,1614.48,1.301,1.5364,75,good
5194837,31.96,72.46,1009.20,33.12,1585.86,1.278,1.5822,1611.20,1.298,1.5416,75,good
5200706,31.95,72.46,1009.19,33.09,1583.36,1.276,1.5863,1610.56,1.298,1.5426,75,good
5206575,31.95,72.46,1009.20,32.96,1583.98,1.276,1.5853,1610.02,1.297,1.5434,75,good
5212444,31.95,72.46,1009.21,33.07,1583.30,1.276,1.5864,1613.12,1.300,1.5386,75,good
5218313,31.95,72.48,1009.21,33.17,1582.72,1.275,1.5873,1612.00,1.299,1.5403,75,good
5224182,31.95,72.49,1009.21,32.84,1586.84,1.279,1.5806,1613.48,1.300,1.5380,75,good
5230051,31.95,72.49,1009.21,32.99,1586.90,1.279,1.5805,1612.60,1.300,1.5394,75,good
5235920,31.95,72.50,1009.21,33.07,1585.44,1.278,1.5829,1612.76,1.300,1.5391,75,good
5241789,31.95,72.50,1009.21,32.96,1584.74,1.277,1.5840,1612.92,1.300,1.5389,75,good
5247658,31.94,72.53,1009.21,32.96,1584.08,1.277,1.5851,1611.18,1.298,1.5416,75,good
5253527,31.94,72.57,1009.22,32.94,1583.14,1.276,1.5866,1612.68,1.300,1.5393,75,good
5259396,31.94,72.57,1009.22,32.96,1579.04,1.272,1.5933,1612.70,1.300,1.5392,75,good
5265265,31.94,72.58,1009.22,33.01,1581.24,1.274,1.5897,1611.74,1.299,1.5407,75,good
5271134,31.94,72.59,1009.22,32.76,1583.56,1.276,1.5859,1612.66,1.300,1.5393,75,good
5277003,31.94,72.59,1009.22,32.84,1586.42,1.278,1.5813,1612.22,1.299,1.5400,75,good
5282872,31.94,72.61,1009.23,32.99,1586.38,1.278,1.5813,1611.82,1.299,1.5406,75,good
5288741,31.93,72.62,1009.23,33.01,1583.90,1.276,1.5854,1612.76,1.300,1.5391,75,good
5294610,31.94,72.62,1009.23,32.96,1584.36,1.277,1.5846,1617.68,1.304,1.5314,75,good
5300479,31.94,72.63,1009.22,33.01,1584.84,1.277,1.5839,1612.24,1.299,1.5399,75,good
5306348,31.94,72.64,1009.23,32.91,1581.28,1.274,1.5897,1613.70,1.300,1.5376,75,good
5312217,31.94,72.64,1009.22,32.91,1581.96,1.275,1.5886,1613.86,1.301,1.5374,75,good
5318086,31.94,72.63,1009.23,32.96,1583.30,1.276,1.5864,1613.82,1.301,1.5375,75,good
5323955,31.94,72.62,1009.24,32.94,1582.50,1.275,1.5877,1612.80,1.300,1.5391,75,good
5329824,31.94,72.62,1009.24,32.96,1582.92,1.276,1.5870,1609.66,1.297,1.5440,75,good
5335693,31.94,72.62,1009.24,32.99,1583.00,1.276,1.5869,1607.70,1.296,1.5471,75,good
5341562,31.94,72.63,1009.24,32.81,1582.62,1.275,1.5875,1613.36,1.300,1.5382,75,good
5347431,31.94,72.63,1009.23,33.04,1586.30,1.278,1.5815,1614.04,1.301,1.5371,75,good
5353300,31.94,72.62,1009.24,32.94,1581.94,1.275,1.5886,1613.58,1.300,1.5378,75,good
5359169,31.94,72.62,1009.24,32.86,1582.64,1.275,1.5874,1613.80,1.300,1.5375,75,good
5365038,31.94,72.64,1009.26,32.86,1582.58,1.275,1.5875,1612.62,1.300,1.5393,75,good
5370907,31.94,72.63,1009.25,33.04,1582.82,1.276,1.5872,1620.96,1.306,1.5263,75,good
5376776,31.94,72.64,1009.26,32.84,1582.26,1.275,1.5881,1613.10,1.300,1.5386,75,good
5382645,31.94,72.64,1009.27,32.94,1582.66,1.275,1.5874,1622.92,1.308,1.5232,75,good
5388514,31.94,72.64,1009.27,32.84,1583.38,1.276,1.5862,1615.34,1.302,1.5351,75,good
5394383,31.94,72.64,1009.27,32.94,1582.82,1.276,1.5872,1614.32,1.301,1.5367,75,good
5400252,31.94,72.64,1009.27,32.84,1582.26,1.275,1.5881,1612.26,1.299,1.5399,75,good
5406121,31.94,72.65,1009.27,32.89,1582.00,1.275,1.5885,1611.58,1.299,1.5410,75,good
5411990,31.94,72.65,1009.26,32.86,1581.90,1.275,1.5887,1600.26,1.290,1.5590,75,good
5417859,31.94,72.64,1009.26,32.89,1580.66,1.274,1.5907,1616.66,1.303,1.5330,75,good
5423728,31.94,72.65,1009.25,32.91,1581.08,1.274,1.5900,1611.66,1.299,1.5409,75,good
5429597,31.95,72.64,1009.26,32.81,1580.42,1.274,1.5911,1615.54,1.302,1.5348,75,good
5435466,31.95,72.65,1009.25,32.96,1579.36,1.273,1.5928,1617.82,1.304,1.5312,75,good
5441335,31.95,72.65,1009.26,32.91,1580.06,1.273,1.5917,1619.72,1.305,1.5282,75,good
5447204,31.95,72.65,1009.26,32.79,1580.58,1.274,1.5908,1610.48,1.298,1.5427,75,good
5453073,31.95,72.65,1009.26,32.76,1579.58,1.273,1.5925,1608.38,1.296,1.5460,75,good
5458942,31.95,72.65,1009.26,32.61,1579.34,1.273,1.5929,1622.86,1.308,1.5233,75,good
5464811,31.95,72.65,1009.27,33.01,1576.64,1.271,1.5973,1621.18,1.306,1.5259,75,good
5470680,31.95,72.65,1009.28,33.04,1572.06,1.267,1.6049,1616.90,1.303,1.5326,75,good
5476549,31.95,72.66,1009.28,32.86,1578.22,1.272,1.5947,1610.60,1.298,1.5425,75,good
5482418,31.95,72.64,1009.29,32.76,1578.58,1.272,1.5941,1612.46,1.299,1.5396,75,good
5488287,31.95,72.65,1009.29,32.84,1578.42,1.272,1.5944,1622.74,1.308,1.5235,75,good
5494156,31.96,72.65,1009.29,32.84,1578.50,1.272,1.5942,1622.02,1.307,1.5246,75,good
5500025,31.96,72.63,1009.29,32.89,1575.68,1.270,1.5989,1614.64,1.301,1.5362,75,good
5505894,31.96,72.64,1009.29,32.91,1580.18,1.273,1.5915,1621.98,1.307,1.5247,75,good
5511763,31.96,72.65,1009.29,32.81,1582.58,1.275,1.5875,1618.28,1.304,1.5305,75,good
5517632,31.96,72.65,1009.29,32.91,1577.94,1.272,1.5952,1617.70,1.304,1.5314,75,good
5523501,31.96,72.65,1009.29,32.71,1577.70,1.271,1.5956,1625.28,1.310,1.5196,75,good
5529370,31.96,72.66,1009.29,32.84,1577.22,1.271,1.5963,1622.48,1.307,1.5239,75,good
5535239,31.96,72.67,1009.31,32.94,1576.86,1.271,1.5969,1615.76,1.302,1.5344,75,good
5541108,31.96,72.66,1009.31,32.89,1574.64,1.269,1.6006,1617.82,1.304,1.5312,75,good
5546977,31.96,72.64,1009.30,32.86,1575.58,1.270,1.5990,1618.58,1.304,1.5300,75,good
5552846,31.96,72.66,1009.30,32.89,1574.60,1.269,1.6007,1618.52,1.304,1.5301,75,good
5558715,31.96,72.63,1009.31,32.79,1576.42,1.270,1.5977,1616.34,1.303,1.5335,75,good
5564584,31.97,72.63,1009.32,32.79,1575.40,1.270,1.5993,1617.86,1.304,1.5311,75,good
5570453,31.97,72.66,1009.32,32.74,1574.86,1.269,1.6002,1616.02,1.302,1.5340,75,good
5576322,31.97,72.64,1009.32,32.89,1574.64,1.269,1.6006,1618.78,1.305,1.5297,75,good
5582191,31.97,72.65,1009.33,32.79,1573.98,1.268,1.6017,1616.94,1.303,1.5326,75,good
5588060,31.97,72.63,1009.33,32.76,1571.52,1.266,1.6058,1619.12,1.305,1.5292,75,good
5593929,31.97,72.62,1009.33,32.96,1572.94,1.268,1.6034,1617.14,1.303,1.5322,75,good
5599798,31.97,72.61,1009.35,32.76,1573.36,1.268,1.6027,1618.14,1.304,1.5307,75,good
5605667,31.97,72.61,1009.35,32.84,1570.14,1.265,1.6080,1617.66,1.304,1.5314,75,good
5611536,31.97,72.61,1009.34,32.91,1572.88,1.268,1.6035,1622.26,1.307,1.5243,75,good
5617405,31.97,72.61,1009.34,32.86,1572.72,1.267,1.6038,1616.84,1.303,1.5327,75,good
5623274,31.97,72.61,1009.34,32.99,1572.74,1.267,1.6037,1616.64,1.303,1.5330,75,good
5629143,31.97,72.61,1009.35,32.94,1583.54,1.276,1.5860,1618.06,1.304,1.5308,75,good
5635012,31.97,72.62,1009.36,32.86,1576.20,1.270,1.5980,1617.92,1.304,1.5310,75,good
5640881,31.97,72.61,1009.36,33.04,1574.92,1.269,1.6001,1617.86,1.304,1.5311,75,good
5646750,31.98,72.61,1009.36,33.01,1573.12,1.268,1.6031,1617.48,1.303,1.5317,75,good
5652619,31.98,72.61,1009.36,32.86,1572.18,1.267,1.6047,1618.30,1.304,1.5304,75,good
5658488,31.98,72.60,1009.37,32.81,1569.30,1.265,1.6094,1625.36,1.310,1.5194,75,good
5664357,31.98,72.62,1009.36,32.86,1571.48,1.266,1.6058,1621.92,1.307,1.5248,75,good
5670226,31.98,72.60,1009.36,32.94,1567.48,1.263,1.6125,1617.10,1.303,1.5323,75,good
5676095,31.98,72.61,1009.36,32.94,1567.64,1.263,1.6122,1616.80,1.303,1.5328,75,good
5681964,31.98,72.60,1009.37,32.96,1572.36,1.267,1.6044,1616.28,1.302,1.5336,75,good
5687833,31.98,72.61,1009.36,32.81,1575.70,1.270,1.5988,1617.04,1.303,1.5324,75,good
5693702,31.98,72.61,1009.36,32.96,1572.70,1.267,1.6038,1617.02,1.303,1.5324,75,good
5699571,31.98,72.61,1009.37,32.84,1568.92,1.264,1.6101,1618.92,1.305,1.5295,75,good
5705440,31.98,72.61,1009.36,32.96,1569.82,1.265,1.6086,1623.16,1.308,1.5229,75,good
5711309,31.98,72.60,1009.36,32.79,1567.02,1.263,1.6132,1617.54,1.304,1.5316,75,good
5717178,31.98,72.60,1009.37,32.89,1566.08,1.262,1.6148,1616.46,1.303,1.5333,75,good
5723047,31.98,72.61,1009.37,32.96,1566.62,1.262,1.6139,1617.82,1.304,1.5312,75,good
5728916,31.98,72.60,1009.38,32.89,1569.80,1.265,1.6086,1618.10,1.304,1.5307,75,good
5734785,31.98,72.61,1009.38,32.96,1565.26,1.261,1.6162,1617.48,1.303,1.5317,75,good
5740654,31.98,72.61,1009.38,32.94,1569.88,1.265,1.6085,1617.82,1.304,1.5312,75,good
5746523,31.98,72.62,1009.38,32.94,1568.96,1.264,1.6100,1619.68,1.305,1.5283,75,good
5752392,31.99,72.59,1009.39,33.01,1563.46,1.260,1.6192,1617.88,1.304,1.5311,75,good
5758261,31.99,72.60,1009.39,32.84,1567.12,1.263,1.6131,1616.76,1.303,1.5328,75,good
5764130,31.99,72.60,1009.39,33.04,1567.96,1.264,1.6117,1616.40,1.303,1.5334,75,good
5769999,31.99,72.59,1009.39,32.96,1566.84,1.263,1.6135,1617.04,1.303,1.5324,75,good
5775868,31.99,72.60,1009.39,32.81,1565.84,1.262,1.6152,1616.38,1.303,1.5334,75,good
5781737,31.99,72.58,1009.39,32.81,1564.72,1.261,1.6171,1616.32,1.303,1.5335,75,good
5787606,31.99,72.59,1009.40,32.91,1563.24,1.260,1.6196,1614.94,1.301,1.5357,75,good
5793475,31.99,72.59,1009.40,32.81,1559.96,1.257,1.6251,1611.52,1.299,1.5411,75,good
5799344,31.99,72.58,1009.40,33.04,1562.12,1.259,1.6214,1612.86,1.300,1.5390,75,good
5805213,32.00,72.58,1009.41,32.74,1563.80,1.260,1.6186,1611.04,1.298,1.5418,75,good
5811082,32.00,72.58,1009.40,32.99,1564.78,1.261,1.6170,1612.22,1.299,1.5400,75,good
5816951,32.00,72.56,1009.40,33.09,1563.78,1.260,1.6187,1611.30,1.298,1.5414,75,good
5822820,32.00,72.57,1009.41,32.91,1564.62,1.261,1.6172,1611.52,1.299,1.5411,75,good
5828689,32.00,72.57,1009.40,32.94,1564.72,1.261,1.6171,1607.76,1.296,1.5470,75,good
5834558,32.00,72.58,1009.41,32.99,1561.38,1.258,1.6227,1611.28,1.298,1.5415,75,good
5840427,32.00,72.58,1009.41,32.84,1568.80,1.264,1.6103,1611.42,1.299,1.5412,75,good
5846296,32.00,72.59,1009.41,32.96,1562.78,1.259,1.6203,1611.22,1.298,1.5416,75,good
5852165,32.00,72.58,1009.41,32.84,1563.70,1.260,1.6188,1611.98,1.299,1.5404,75,good
5858034,32.00,72.60,1009.42,32.96,1563.92,1.260,1.6184,1612.70,1.300,1.5392,75,good
5863903,32.01,72.58,1009.42,32.76,1563.24,1.260,1.6196,1611.86,1.299,1.5405,75,good
5869772,32.01,72.58,1009.41,32.84,1564.10,1.260,1.6181,1611.92,1.299,1.5404,75,good
5875641,32.01,72.58,1009.42,32.89,1563.00,1.260,1.6200,1612.56,1.299,1.5394,75,good
5881510,32.01,72.58,1009.43,32.86,1558.80,1.256,1.6270,1610.56,1.298,1.5426,75,good
5887379,32.01,72.59,1009.42,32.81,1559.44,1.257,1.6259,1612.16,1.299,1.5401,75,good
5893248,32.01,72.59,1009.43,32.76,1561.56,1.258,1.6224,1612.44,1.299,1.5396,75,good
5899117,32.01,72.57,1009.42,32.89,1560.60,1.258,1.6240,1613.22,1.300,1.5384,75,good
5904986,32.01,72.58,1009.43,32.66,1559.80,1.257,1.6253,1613.60,1.300,1.5378,75,good
5910855,32.01,72.57,1009.44,32.86,1561.74,1.259,1.6221,1609.28,1.297,1.5446,75,good
5916724,32.01,72.59,1009.45,32.86,1561.68,1.258,1.6222,1604.50,1.293,1.5522,75,good
5922593,32.01,72.57,1009.45,32.96,1558.78,1.256,1.6271,1612.38,1.299,1.5397,75,good
5928462,32.02,72.57,1009.45,32.99,1560.30,1.257,1.6245,1617.32,1.303,1.5320,75,good
5934331,32.02,72.57,1009.45,32.94,1562.02,1.259,1.6216,1616.34,1.303,1.5335,75,good
5940200,32.02,72.59,1009.45,32.81,1561.58,1.258,1.6223,1618.36,1.304,1.5303,75,good
5946069,32.02,72.57,1009.46,32.74,1560.68,1.258,1.6239,1618.70,1.304,1.5298,75,good
5951938,32.02,72.57,1009.46,32.79,1559.28,1.257,1.6262,1625.98,1.310,1.5185,75,good
5957807,32.02,72.58,1009.46,32.94,1560.54,1.258,1.6241,1613.92,1.301,1.5373,75,good
5963676,32.02,72.57,1009.46,32.91,1559.32,1.257,1.6261,1617.58,1.304,1.5316,75,good
5969545,32.02,72.57,1009.47,32.86,1561.48,1.258,1.6225,1616.52,1.303,1.5332,75,good
5975414,32.02,72.58,1009.48,32.84,1557.70,1.255,1.6289,1620.20,1.306,1.5275,75,good
5981283,32.02,72.57,1009.47,32.91,1559.70,1.257,1.6255,1604.54,1.293,1.5521,75,good
5987152,32.02,72.57,1009.47,32.89,1557.54,1.255,1.6291,1619.22,1.305,1.5290,75,good
5993021,32.02,72.59,1009.47,32.96,1558.48,1.256,1.6276,1625.24,1.310,1.5196,75,good
5998890,32.02,72.58,1009.47,32.81,1556.94,1.255,1.6302,1626.40,1.311,1.5178,75,good
6004759,32.02,72.59,1009.47,32.76,1556.72,1.254,1.6305,1623.30,1.308,1.5226,75,good
6010628,32.02,72.60,1009.47,32.94,1558.58,1.256,1.6274,1618.76,1.304,1.5297,75,good
6016497,32.02,72.59,1009.47,33.04,1557.76,1.255,1.6288,1620.34,1.306,1.5272,75,good
6022366,32.02,72.60,1009.47,32.96,1556.76,1.255,1.6305,1612.74,1.300,1.5392,75,good
6028235,32.02,72.60,1009.47,32.94,1554.48,1.253,1.6343,1627.32,1.311,1.5164,75,good
6034104,32.02,72.59,1009.48,32.96,1558.18,1.256,1.6281,1630.86,1.314,1.5109,75,good
6039973,32.02,72.59,1009.48,32.74,1556.98,1.255,1.6301,1617.16,1.303,1.5322,75,good
6045842,32.02,72.59,1009.48,32.99,1555.36,1.253,1.6328,1617.66,1.304,1.5314,75,good
6051711,32.02,72.60,1009.48,32.94,1557.40,1.255,1.6294,1620.26,1.306,1.5274,75,good
6057580,32.02,72.59,1009.48,32.94,1551.56,1.250,1.6393,1615.88,1.302,1.5342,75,good
6063449,32.02,72.60,1009.48,32.86,1554.34,1.253,1.6346,1608.44,1.296,1.5459,75,good
6069318,32.02,72.60,1009.49,32.84,1551.02,1.250,1.6402,1618.84,1.305,1.5296,75,good
6075187,32.02,72.60,1009.50,32.89,1553.44,1.252,1.6361,1623.46,1.308,1.5224,75,good
6081056,32.03,72.60,1009.50,32.94,1550.02,1.249,1.6419,1620.44,1.306,1.5271,75,good
6086925,32.03,72.60,1009.50,32.76,1550.66,1.250,1.6408,1618.46,1.304,1.5302,75,good
6092794,32.03,72.60,1009.51,32.76,1551.44,1.250,1.6395,1619.50,1.305,1.5286,75,good
6098663,32.03,72.60,1009.52,32.86,1552.52,1.251,1.6376,1619.72,1.305,1.5282,75,good
6104532,32.03,72.55,1009.52,32.71,1549.56,1.249,1.6427,1613.52,1.300,1.5379,75,good
6110401,32.03,72.55,1009.52,33.04,1548.88,1.248,1.6438,1615.90,1.302,1.5342,75,good
6116270,32.03,72.57,1009.51,32.96,1548.18,1.248,1.6450,1619.04,1.305,1.5293,75,good
6122139,32.03,72.55,1009.52,33.01,1543.22,1.244,1.6535,1618.86,1.305,1.5296,75,good
6128008,32.03,72.55,1009.52,33.09,1544.68,1.245,1.6510,1618.32,1.304,1.5304,75,good
6133877,32.03,72.55,1009.51,32.99,1546.92,1.247,1.6472,1618.06,1.304,1.5308,75,good
6139746,32.02,72.55,1009.53,33.01,1548.42,1.248,1.6446,1618.90,1.305,1.5295,75,good
6145615,32.02,72.55,1009.53,32.86,1544.34,1.245,1.6516,1616.12,1.302,1.5338,75,good
6151484,32.02,72.55,1009.53,33.14,1546.64,1.246,1.6477,1617.10,1.303,1.5323,75,good
6157353,32.02,72.56,1009.54,32.81,1545.02,1.245,1.6505,1618.24,1.304,1.5305,75,good
6163222,32.02,72.55,1009.54,32.96,1548.36,1.248,1.6447,1621.84,1.307,1.5249,75,good
6169091,32.02,72.55,1009.53,32.96,1547.48,1.247,1.6462,1620.32,1.306,1.5273,75,good
6174960,32.02,72.57,1009.54,32.91,1545.90,1.246,1.6489,1620.14,1.306,1.5276,75,good
6180829,32.02,72.55,1009.55,32.86,1545.84,1.246,1.6490,1618.80,1.305,1.5297,75,good
6186698,32.02,72.56,1009.56,32.86,1548.86,1.248,1.6439,1620.96,1.306,1.5263,75,good
6192567,32.02,72.57,1009.55,33.04,1550.00,1.249,1.6419,1621.10,1.306,1.5261,75,good
6198436,32.02,72.57,1009.55,33.01,1542.44,1.243,1.6549,1619.90,1.305,1.5279,75,good
6204305,32.02,72.57,1009.56,33.04,1544.94,1.245,1.6506,1619.34,1.305,1.5288,75,good
6210174,32.02,72.59,1009.56,33.07,1555.18,1.253,1.6331,1619.82,1.305,1.5281,75,good
6216043,32.02,72.61,1009.58,33.01,1555.78,1.254,1.6321,1620.84,1.306,1.5265,75,good
6221912,32.02,72.59,1009.58,32.94,1560.76,1.258,1.6237,1620.10,1.306,1.5276,75,good
6227781,32.02,72.59,1009.57,33.07,1595.98,1.286,1.5658,1621.06,1.306,1.5261,75,good
6233650,32.02,72.60,1009.58,32.94,1611.48,1.299,1.5411,1622.58,1.308,1.5238,75,good
6239519,32.02,72.61,1009.58,32.91,1597.36,1.287,1.5636,1623.28,1.308,1.5227,75,good
6245388,32.02,72.60,1009.58,33.01,1578.08,1.272,1.5949,1621.84,1.307,1.5249,75,good
6251257,32.02,72.60,1009.58,32.94,1574.48,1.269,1.6009,1622.36,1.307,1.5241,75,good
6257126,32.02,72.60,1009.57,33.01,1579.74,1.273,1.5922,1621.90,1.307,1.5248,75,good
6262995,32.02,72.60,1009.58,33.07,1579.96,1.273,1.5918,1617.18,1.303,1.5322,75,good
6268864,32.02,72.60,1009.58,32.99,1582.64,1.275,1.5874,1622.50,1.308,1.5239,75,good
6274733,32.03,72.59,1009.58,32.99,1584.34,1.277,1.5847,1622.64,1.308,1.5237,75,good
6280602,32.03,72.57,1009.59,33.14,1584.10,1.277,1.5851,1622.60,1.308,1.5237,75,good
6286471,32.03,72.55,1009.59,33.09,1581.84,1.275,1.5888,1621.76,1.307,1.5250,75,good
6292340,32.02,72.56,1009.60,33.07,1580.42,1.274,1.5911,1621.66,1.307,1.5252,75,good
6298209,32.02,72.56,1009.60,33.12,1561.78,1.259,1.6220,1621.64,1.307,1.5252,75,good
6304078,32.02,72.55,1009.60,33.19,1576.16,1.270,1.5981,1611.40,1.299,1.5413,75,good
6309947,32.02,72.56,1009.59,33.12,1580.30,1.274,1.5913,1612.68,1.300,1.5393,75,good
6315816,32.02,72.56,1009.60,33.07,1581.42,1.274,1.5894,1623.70,1.308,1.5220,75,good
6321685,32.02,72.57,1009.60,33.22,1605.72,1.294,1.5503,1620.48,1.306,1.5270,75,good
6327554,32.02,72.57,1009.60,33.09,1595.20,1.286,1.5671,1620.92,1.306,1.5263,75,good
6333423,32.02,72.58,1009.60,33.12,1601.70,1.291,1.5567,1621.06,1.306,1.5261,75,good
6339292,32.02,72.59,1009.60,33.07,1595.72,1.286,1.5662,1624.96,1.309,1.5201,75,good
6345161,32.02,72.58,1009.60,33.04,1595.56,1.286,1.5665,1620.12,1.306,1.5276,75,good
6351030,32.02,72.59,1009.61,32.99,1604.06,1.293,1.5529,1618.58,1.304,1.5300,75,good
6356899,32.02,72.60,1009.61,33.04,1590.78,1.282,1.5742,1614.36,1.301,1.5366,75,good
6362768,32.02,72.59,1009.61,33.07,1592.88,1.284,1.5708,1621.50,1.307,1.5254,75,good
6368637,32.02,72.59,1009.62,33.07,1600.26,1.290,1.5590,1622.12,1.307,1.5245,75,good
